_id.lang,_id.totalViews,value
"ro",-21.0,"Australia"
"ro",-20.0,"Amza_Pellea"
"ro",-19.0,"Adrian_Minune"
"ro",-18.0,"Andreea_B%C4%83lan"
"ro",-17.0,"List%C4%83_de_c%C3%A2nt%C4%83re%C8%9Be_rom%C3%A2ne"
"ro",-16.0,"C%C3%A2nep%C4%83_indian%C4%83"
"ro",-15.0,"Alex_(c%C3%A2nt%C4%83re%C8%9B)"
"ro",-14.0,"1_ianuarie"
"ro",-13.0,"%C8%98tefan_B%C4%83nic%C4%83"
"ro",-12.0,"Akatsuki"
"ro",-11.0,"2011"
"ro",-10.0,"A.S.I.A"
"ro",-9.0,"%C8%98tefan_cel_Mare"
"ro",-8.0,"Andreea_Marin_B%C4%83nic%C4%83"
"ro",-7.0,"%C4%82"
"ro",-6.0,"%C8%98apte_minuni_ale_lumii_antice"
"ro",-5.0,"%C5%9Eah/Reguli_de_baz%C4%83"
"ro",-4.0,"%C8%98tefania_Rare%C8%99"
"ro",-3.0,"%C3%89dith_Piaf"
"ro",-2.0,"%23Expulzarea_acadienilor"
"ro",-1.0,"%C3%82%E2%82%AC%C5%BEruntime%C3%A2%E2%82%AC%C2%9D"
"roa-rup",-187.0,"roa-rup"
"roa-rup",-14.0,"Prota_fr%C3%A3ndz%C3%A3"
"roa-rup",-3.0,"La_Steaua"
"roa-rup",-2.0,"1984"
"roa-rup",-1.0,"1813"
"roa-tara",-10.0,"Pagene_Prengep%C3%A1le"
"roa-tara",-3.0,"Dec%C3%A8mmre"
"roa-tara",-2.0,"Australie"
"roa-tara",-1.0,"%27Mbere_Bizzandine"
"ru",-44044.0,"ru"
"ru",-17404.0,"%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0"
"ru",-5088.0,"w/index.php"
"ru",-1664.0,"%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B3%D0%BE%D0%B4"
"ru",-1176.0,"%D0%9C%D0%B8%D1%80%D0%B0%D0%B6_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0)"
"ru",-820.0,"%D0%A4%D1%80%D0%B8%D1%81%D0%BA%D0%B5,_%D0%96%D0%B0%D0%BD%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-790.0,"%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF"
"ru",-772.0,"%D0%A0%D0%BE%D1%82%D0%B0%D1%80%D1%83,_%D0%A1%D0%BE%D1%84%D0%B8%D1%8F_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-655.0,"%D0%A8%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9D%D1%8E%D1%88%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-595.0,"%D0%92%D0%B0%D1%80%D1%83%D0%BC,_%D0%90%D0%BD%D0%B6%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0"
"ru",-586.0,"%D0%90%D0%BD%D0%B8_%D0%9B%D0%BE%D1%80%D0%B0%D0%BA"
"ru",-464.0,"Scooter"
"ru",-462.0,"%D0%90%D0%B3%D1%83%D1%82%D0%B8%D0%BD,_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-453.0,"%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D1%91%D0%B2%D0%B0,_%D0%90%D0%BB%D0%BB%D0%B0_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-441.0,"%D0%81%D0%BB%D0%BA%D0%B0_(%D0%BF%D0%B5%D0%B2%D0%B8%D1%86%D0%B0)"
"ru",-437.0,"%D0%92%D0%98%D0%90_%D0%93%D1%80%D0%B0"
"ru",-435.0,"%C2_%CA%EE%ED%F2%E0%EA%F2%E5"
"ru",-432.0,"%D0%90%D0%BB%D1%8C_%D0%91%D0%B0%D0%BD%D0%BE"
"ru",-401.0,"2012_%D0%B3%D0%BE%D0%B4"
"ru",-396.0,"C._C._Catch"
"ru",-372.0,"%D0%90%D0%BB%D0%BB%D0%B5%D0%B3%D1%80%D0%BE%D0%B2%D0%B0,_%D0%98%D1%80%D0%B8%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-368.0,"%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,_%D0%90%D0%BD%D0%BD%D0%B0_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-367.0,"%D0%98%D1%80%D0%BE%D0%BD%D0%B8%D1%8F_%D1%81%D1%83%D0%B4%D1%8C%D0%B1%D1%8B,_%D0%B8%D0%BB%D0%B8_%D0%A1_%D0%BB%D1%91%D0%B3%D0%BA%D0%B8%D0%BC_%D0%BF%D0%B0%D1%80%D0%BE%D0%BC!"
"ru",-359.0,"%D0%92%D0%B0%D0%B5%D0%BD%D0%B3%D0%B0,_%D0%95%D0%BB%D0%B5%D0%BD%D0%B0_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-354.0,"%D0%9A%D1%80%D0%B0%D1%81%D0%BA%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0)"
"ru",-352.0,"%D0%A0%D0%B0%D0%B7%D0%B8%D0%BD%D0%B0,_%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_%D0%90%D0%BB%D1%8C%D0%B1%D0%B5%D1%80%D1%82%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-314.0,"%D0%9F%D0%BE%D1%87%D0%B5%D0%BF%D0%B0,_%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-306.0,"Ace_of_Base"
"ru",-305.0,"ABBA"
"ru",-304.0,"%D0%9A%D0%B8%D1%80%D0%BA%D0%BE%D1%80%D0%BE%D0%B2,_%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF_%D0%91%D0%B5%D0%B4%D1%80%D0%BE%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-303.0,"YouTube"
"ru",-301.0,"%D0%93%D0%B0%D0%B7%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-295.0,"%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-293.0,"%D0%9E%D0%B4%D0%BD%D0%BE%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%BD%D0%B8%D0%BA%D0%B8.ru"
"ru",-290.0,"Bad_Boys_Blue"
"ru",-277.0,"%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F%D1%8F_%D1%91%D0%BB%D0%BA%D0%B0"
"ru",-253.0,"%D0%9D%D0%B0%D0%B2%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9"
"ru",-250.0,"%D0%93%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD,_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-249.0,"%D0%95%D0%BC%D0%B5%D0%BB%D1%8C%D1%8F%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%A4%D1%91%D0%B4%D0%BE%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-248.0,"%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D0%B5%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-244.0,"%D0%9C%D0%B8%D0%BB%D1%8F%D0%B2%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9B%D0%BE%D0%BB%D0%B8%D1%82%D0%B0_%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-236.0,"%D0%9B%D0%B5%D0%BF%D1%81,_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B8%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-233.0,"%D0%97%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D0%B5_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0)"
"ru",-232.0,"%D0%A4%D1%80%D0%B5%D0%B4%D0%B4%D0%B8_%D0%9C%D0%B5%D1%80%D0%BA%D1%8C%D1%8E%D1%80%D0%B8"
"ru",-229.0,"%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-222.0,"%D0%91%D1%80%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%B0,_%D0%92%D0%B5%D1%80%D0%B0"
"ru",-219.0,"Boney_M."
"ru",-214.0,"%D4%F0%E8%F1%EA%E5,_%C6%E0%ED%ED%E0_%C2%EB%E0%E4%E8%EC%E8%F0%EE%E2%ED%E0"
"ru",-209.0,"%D0%90%D0%BB%D1%81%D1%83"
"ru",-204.0,"%CA%E0%F0%EB%E0%E9%EB,_%C1%E5%EB%E8%ED%E4%E0"
"ru",-196.0,"%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%8C%D0%B5%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%AF%D0%BA%D0%BE%D0%B2%D0%BB%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-195.0,"%D0%9F%D1%83%D1%82%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-191.0,"%D0%94%D0%B8%D0%BC%D0%BE%D0%BF%D1%83%D0%BB%D0%BE%D1%81,_%D0%A1%D0%B0%D0%BD%D1%82%D0%B0_%D0%AF%D0%BD%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-189.0,"%D0%A0%D0%BE%D0%B4%D1%80%D0%B8%D0%B3%D0%B5%D0%B7,_%D0%A2%D0%B8%D0%BC%D1%83%D1%80"
"ru",-188.0,"%D0%A1%D1%83%D1%85%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-185.0,"%D0%93%D1%83%D0%BB%D1%8C%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-184.0,"%D0%90%D0%BB%D1%8C_%D0%91%D0%B0%D0%BD%D0%BE_%D0%B8_%D0%A0%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0_%D0%9F%D0%B0%D1%83%D1%8D%D1%80"
"ru",-182.0,"%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D1%85,_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D1%8F_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-178.0,"%D0%9F%D0%B0%D0%B4%D0%B0%D0%BB_%D0%BF%D1%80%D0%BE%D1%88%D0%BB%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9_%D1%81%D0%BD%D0%B5%D0%B3"
"ru",-177.0,"%C0%EB%FC_%C1%E0%ED%EE_%E8_%D0%EE%EC%E8%ED%E0_%CF%E0%F3%FD%F0"
"ru",-175.0,"%D0%91%D0%B8%D0%BB%D0%B0%D0%BD,_%D0%94%D0%B8%D0%BC%D0%B0_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-173.0,"%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F"
"ru",-171.0,"%CF%FC%E5%F5%E0,_%D1%F2%E0%ED%E8%F1%EB%E0%E2_%CF%FF%F2%F0%E0%F1%EE%E2%E8%F7"
"ru",-170.0,"%D0%A2%D0%BE%D0%BF%D1%83%D1%80%D0%B8%D1%8F,_%D0%9A%D0%B5%D1%82%D0%B8"
"ru",-168.0,"%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D1%8F_(%D0%BF%D0%B5%D0%B2%D0%B8%D1%86%D0%B0)"
"ru",-167.0,"%D0%9A%D0%B0%D0%BB%D0%BA%D0%B8%D0%BD,_%D0%9C%D0%B0%D0%BA%D0%BE%D0%BB%D0%B5%D0%B9"
"ru",-161.0,"%D0%9F%D1%8C%D0%B5%D1%85%D0%B0,_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%9F%D1%8F%D1%82%D1%80%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-158.0,"Neoton_Fam%C3%ADlia"
"ru",-154.0,"%D0%EE%F2%E0%F0%F3,_%D1%EE%F4%E8%FF_%CC%E8%F5%E0%E9%EB%EE%E2%ED%E0"
"ru",-152.0,"%D0%91%D0%B0%D1%81%D0%BA%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-151.0,"%D0%9F%D1%8C%D0%B5%D1%85%D0%B0,_%D0%AD%D0%B4%D0%B8%D1%82%D0%B0_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-150.0,"%C5%EC%E5%EB%FC%FF%ED%E5%ED%EA%EE,_%D4%B8%E4%EE%F0_%C2%EB%E0%E4%E8%EC%E8%F0%EE%E2%E8%F7"
"ru",-149.0,"%D0%94%D1%80%D0%B0%D0%BA%D0%BE%D0%BD"
"ru",-146.0,"%C0%92%D1%F2%F3%E4%E8%EE"
"ru",-143.0,"%D0%90%D0%B4%D0%B6%D0%B5%D0%BC%D0%BE%D0%B2,_%D0%9C%D0%BE%D0%B8%D1%81%D0%B5%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-141.0,"%D0%93%D0%BE%D0%BC%D0%B5%D1%81,_%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B0"
"ru",-140.0,"%D0%93%D0%B0%D0%BB%D1%83%D1%81%D1%82%D1%8F%D0%BD,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-138.0,"%D0%93%D0%BE%D0%BB%D1%83%D0%B1%D0%BE%D0%B9_%D0%BE%D0%B3%D0%BE%D0%BD%D1%91%D0%BA"
"ru",-137.0,"%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%83%D0%BC%D0%B5%D1%80%D1%88%D0%B8%D1%85_%D0%B2_2011_%D0%B3%D0%BE%D0%B4%D1%83"
"ru",-136.0,"%D0%92_%D0%9A%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B5"
"ru",-134.0,"%D0%A1%D1%83%D1%85%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0"
"ru",-133.0,"%D0%92%D1%8B%D1%81%D0%BE%D1%86%D0%BA%D0%B8%D0%B9,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-130.0,"%D0%93%D1%83%D0%BB%D1%8C%D0%BA%D0%B8%D0%BD%D0%B0,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D0%B8%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-129.0,"%D0%94%D0%B6%D0%B0%D0%BD%D0%B0%D0%B1%D0%B0%D0%B5%D0%B2%D0%B0,_%D0%90%D0%BB%D1%8C%D0%B1%D0%B8%D0%BD%D0%B0_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-128.0,"%D4%EE%EB%FC%E8,_%D0%E8%EA%E0%F0%E4%EE"
"ru",-126.0,"%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0_%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F"
"ru",-123.0,"%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-122.0,"%D0%91%D0%BE%D0%BB%D0%B4%D1%8B%D1%88%D0%B5%D0%B2%D0%B0,_%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0"
"ru",-121.0,"%D0%9E%D0%B4%D0%B8%D0%BD_%D0%B4%D0%BE%D0%BC%D0%B0"
"ru",-118.0,"%D0%92%D1%8B%D1%81%D0%BE%D1%86%D0%BA%D0%B8%D0%B9._%D0%A1%D0%BF%D0%B0%D1%81%D0%B8%D0%B1%D0%BE,_%D1%87%D1%82%D0%BE_%D0%B6%D0%B8%D0%B2%D0%BE%D0%B9"
"ru",-117.0,"%D0%A1%D0%B5%D1%80%D1%91%D0%B3%D0%B0"
"ru",-116.0,"X-%D0%A4%D0%B0%D0%BA%D1%82%D0%BE%D1%80_(%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0)"
"ru",-114.0,"%D0%94%D1%83%D0%BD%D0%B0%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_%D0%A4%D1%91%D0%B4%D0%BE%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
"ru",-113.0,"%C7%E5%EC%EB%FF%ED%E5_(%E3%F0%F3%EF%EF%E0)"
"ru",-111.0,"%D0%9D%D0%B5%D0%BC%D0%BE%D0%BB%D1%8F%D0%B5%D0%B2%D0%B0,_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-110.0,"%D0%A8%D1%82%D1%83%D1%80%D0%BC_%D0%93%D1%80%D0%BE%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE_(1994-1995)"
"ru",-109.0,"%D0%9F%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-108.0,"%CA%F3%F0%FC%E5%F0_(%F4%E8%EB%FC%EC,_1986)"
"ru",-107.0,"%D0%91%D0%B5%D1%80%D0%B3%D0%B3%D1%80%D0%B5%D0%BD,_%D0%9B%D0%B8%D0%BD%D0%BD"
"ru",-106.0,"%D0%94%D0%B5%D0%B4_%D0%9C%D0%BE%D1%80%D0%BE%D0%B7"
"ru",-105.0,"%D0%9C%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-104.0,"%D0%91%D0%BB%D0%B5%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5"
"ru",-103.0,"%CF%F3%E3%E0%F7%B8%E2%E0,_%C0%EB%EB%E0_%C1%EE%F0%E8%F1%EE%E2%ED%E0"
"ru",-102.0,"%D0%90%D0%B3%D1%83%D0%B7%D0%B0%D1%80%D0%BE%D0%B2%D0%B0,_%D0%96%D0%B0%D0%BD%D0%BD%D0%B0_%D0%A5%D0%B0%D1%81%D0%B0%D0%BD%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-100.0,"%D0%92%D0%B5%D1%82%D0%BB%D0%B8%D1%86%D0%BA%D0%B0%D1%8F,_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F_%D0%98%D0%B3%D0%BE%D1%80%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-99.0,"%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B5_%D0%BA%D0%BE%D0%BE%D1%80%D0%B4%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5_%D0%B2%D1%80%D0%B5%D0%BC%D1%8F"
"ru",-96.0,"%D0%90%D0%BD%D0%B6%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0_%D0%92%D0%B0%D1%80%D1%83%D0%BC"
"ru",-95.0,"%D0%91%D0%BE%D0%B4%D1%80%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-94.0,"%D0%91%D1%80%D1%8B%D0%BB%D1%8C%D1%81%D0%BA%D0%B0,_%D0%91%D0%B0%D1%80%D0%B1%D0%B0%D1%80%D0%B0"
"ru",-93.0,"%D0%97%D0%B2%D0%B5%D1%80%D0%B5%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-92.0,"%D0%92%D0%BE%D0%BB%D0%BE%D1%87%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D1%8F_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
"ru",-91.0,"%CC%E8%F0%E0%E6"
"ru",-90.0,"%CA%FD%F2%E8_%D2%EE%EF%F3%F0%E8%FF"
"ru",-89.0,"%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F"
"ru",-88.0,"Ricchi_e_Poveri"
"ru",-87.0,"%CA%F0%E0%F1%EA%E8_(%E3%F0%F3%EF%EF%E0)"
"ru",-86.0,"%CD%EE%E2%FB%E9_%E3%EE%E4"
"ru",-85.0,"%D0%90%D0%B1%D1%81%D0%B5%D0%BD%D1%82"
"ru",-84.0,"%D0%9B%D0%B5%D0%B4%D0%B8_%D0%93%D0%B0%D0%B3%D0%B0"
"ru",-82.0,"%D0%92%D0%B0%D0%B9%D0%BA%D1%83%D0%BB%D0%B5,_%D0%9B%D0%B0%D0%B9%D0%BC%D0%B0_%D0%A1%D1%82%D0%B0%D0%BD%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%BD%D0%B0"
"ru",-81.0,"%C1%F0%E5%E6%ED%E5%E2%E0,_%C2%E5%F0%E0"
"ru",-80.0,"%D0%9A%D1%83%D1%82%D1%83%D0%BD%D1%8C%D0%BE,_%D0%A2%D0%BE%D1%82%D0%BE"
"ru",-79.0,"%D0%98%D1%80%D0%BE%D0%BD%D0%B8%D1%8F_%D1%81%D1%83%D0%B4%D1%8C%D0%B1%D1%8B._%D0%9F%D1%80%D0%BE%D0%B4%D0%BE%D0%BB%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"
"ru",-78.0,"%D0%92%D0%B5%D1%80%D0%BD%D0%B8%D0%BA,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%AD%D0%BC%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
"ru",-77.0,"%C4%EE%E1%F0%FB%ED%E8%ED,_%C2%FF%F7%E5%F1%EB%E0%E2_%C3%F0%E8%E3%EE%F0%FC%E5%E2%E8%F7"
"ru",-76.0,"%D0%91%D1%8D%D0%BB%D0%B0%D0%BD,_%D0%94%D0%B0%D0%BD"
"ru",-75.0,"%D0%9C%D0%B8%D1%80%D0%B0%D0%B6"
"ru",-74.0,"%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D1%8B%D0%B9_%D0%B3%D0%BE%D0%B4"
"ru",-73.0,"%D0%9A%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80%D1%8C_%D0%BC%D0%B0%D0%B9%D1%8F"
"ru",-72.0,"%D0%9C%D0%B0%D1%81%D1%82%D1%83%D1%80%D0%B1%D0%B0%D1%86%D0%B8%D1%8F"
